,prop_name,rent,rent_type,region,district,property_type,rooms,parking,bathroom,size,furnished_rate,facilities_rate
7605,Bennington Residences @ SkyArena,1999,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1100,1,
7606,Vista Komanwel A,1300,house,Kuala Lumpur,Bukit Jalil,Condominium,4,2.0,3.0,1424,0,6.0
7607,M Centura,1750,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,850,0,14.0
7608,Paraiso @ The Earth Bukit Jalil,2300,house,Kuala Lumpur,Bukit Jalil,Condominium,3,2.0,2.0,1226,1,10.0
7609,Prima Setapak,1200,house,Kuala Lumpur,Setapak,Condominium,3,,2.0,1000,1,3.0
7610,Residensi Platinum Teratai,1400,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,928,1,
7611,Setapak Green,1800,house,Kuala Lumpur,Setapak,Condominium,4,2.0,3.0,1362,1,
7612,The Elements,2000,room,Kuala Lumpur,Ampang,Service Residence,1,1.0,1.0,705,2,8.0
7613,The Elements,1600,room,Kuala Lumpur,Ampang,Service Residence,1,1.0,1.0,520,2,10.0
7614,The Elements,1580,room,Kuala Lumpur,Ampang,Service Residence,1,1.0,1.0,705,2,10.0
7615,Seasons Garden Residences @ Wangsa Maju,2000,house,Kuala Lumpur,Wangsa Maju,Condominium,4,1.0,2.0,850,2,6.0
7616,Changkat View Condominium,1800,house,Kuala Lumpur,Solaris Dutamas,Condominium,2,1.0,1.0,600,2,14.0
7617,Taman Connaught,900,house,Kuala Lumpur,Cheras,Apartment,2,1.0,1.0,650,1,9.0
7618,Changkat View Condominium,1800,house,Kuala Lumpur,Solaris Dutamas,Condominium,3,1.0,2.0,1000,2,10.0
7619,M Vertica,3000,house,Kuala Lumpur,Cheras,Condominium,4,2.0,2.0,1030,2,11.0
7620,PPR Sri Aman,750,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,700,0,2.0
7621,Casa Idaman,1800,house,Kuala Lumpur,Jalan Ipoh,Condominium,4,,3.0,1181,2,6.0
7622,,900,house,Kuala Lumpur,Keramat,Others,2,,1.0,527,0,2.0
7623,The Nest Residence @ Genting Klang,1800,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1000,1,10.0
7624,Taman Cahaya shoplot flat,1100,house,Kuala Lumpur,Ampang,Flat,2,,1.0,612,1,
7625,OHako,1800,house,Kuala Lumpur,Puchong,Service Residence,3,2.0,2.0,1002,2,11.0
7626,Service Suites @ Pavilion Embassy,4600,house,Kuala Lumpur,Keramat,Service Residence,3,2.0,2.0,1211,2,12.0
7627,Residensi Jalilmas,1250,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,800,1,4.0
7628,The Park Sky Residence @ Bukit Jalil City,2500,house,Kuala Lumpur,Bukit Jalil,Service Residence,2,1.0,2.0,953,2,9.0
7629,Bayu Tasik 2,1600,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,960,2,5.0
7630,Platinum Lake PV 15,100,room,Kuala Lumpur,Setapak,Condominium,1,,1.0,500,0,
7631,Putra Villa,1800,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1125,2,14.0
7632,Ketumbar Heights,1400,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,755,2,5.0
7633,Residensi Gurneymas,1400,house,Kuala Lumpur,Keramat,Apartment,3,1.0,2.0,850,0,5.0
7634,KL Traders Square Residences,1800,house,Kuala Lumpur,Gombak,Service Residence,3,2.0,2.0,940,2,
7635,The Capers,2300,house,Kuala Lumpur,Sentul,Service Residence,2,2.0,2.0,999,1,8.0
7636,Fortune Court (Kepong),900,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,950,1,5.0
7637,Seri Mas (Cheras),1200,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,861,1,14.0
7638,Desa Tun Razak,900,house,Kuala Lumpur,Cheras,Apartment,2,,1.0,650,1,4.0
7639,Ixora Apartment (Kepong),800,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,970,0,6.0
7640,THE FENNEL AT SENTUL EAST,2200,house,Kuala Lumpur,Sentul,Condominium,2,1.0,2.0,900,2,9.0
7641,The Reach @ Titiwangsa,2300,house,Kuala Lumpur,Setapak,Condominium,3,2.0,3.0,1200,2,5.0
7642,,2000,house,Kuala Lumpur,Cheras,Service Residence,3,1.0,2.0,1304,2,9.0
7643,The Capers,2500,house,Kuala Lumpur,Sentul,Service Residence,2,2.0,2.0,999,2,7.0
7644,South Brooks,2900,house,Kuala Lumpur,Desa ParkCity,Condominium,2,2.0,2.0,1001,1,9.0
7645,THE FENNEL AT SENTUL EAST,2600,house,Kuala Lumpur,Sentul,Condominium,3,2.0,3.0,1186,2,8.0
7646,Infiniti Residences @ Wangsa Maju,3000,house,Kuala Lumpur,Wangsa Maju,Condominium,3,2.0,4.0,1518,2,
7647,Sentrio Suites,2500,house,Kuala Lumpur,Desa Pandan,Service Residence,2,1.0,2.0,856,2,10.0
7648,Pertiwi Indah,1700,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,1100,2,14.0
7649,Infiniti Residences @ Wangsa Maju,3500,house,Kuala Lumpur,Wangsa Maju,Condominium,3,2.0,4.0,1518,2,
7650,Villa Wangsamas,2000,house,Kuala Lumpur,Wangsa Maju,Condominium,3,1.0,3.0,1267,2,8.0
7651,Prisma Perdana,1250,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,817,1,4.0
7652,Perdana Villa (Pandan Perdana),1300,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,900,1,2.0
7653,Sentrio Suites,2000,house,Kuala Lumpur,Desa Pandan,Service Residence,3,2.0,2.0,950,1,6.0
7654,Villa Wangsamas,1700,house,Kuala Lumpur,Wangsa Maju,Condominium,3,1.0,3.0,1267,1,8.0
7655,Lakeville Residence,2000,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,2.0,2.0,958,2,11.0
7656,Teratai Mewah Apartment,950,house,Kuala Lumpur,Setapak,Apartment,3,1.0,1.0,715,1,5.0
7657,Idaman Sutera,1050,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,850,1,8.0
7658,Maxim Residences,1300,house,Kuala Lumpur,Cheras,Service Residence,2,,2.0,825,1,7.0
7659,Mandy Court,1250,house,Kuala Lumpur,Segambut,Apartment,3,1.0,2.0,818,1,14.0
7660,KEP Apartment,1300,house,Kuala Lumpur,Kuchai Lama,Apartment,3,1.0,2.0,932,0,4.0
7661,D'Alamanda,1800,house,Kuala Lumpur,Cheras,Service Residence,3,1.0,2.0,1097,2,9.0
7662,Danau Idaman,1650,house,Kuala Lumpur,Taman Desa,Condominium,3,1.0,2.0,938,2,10.0
7663,Royal Regent (Sri Putramas 3),1900,house,Kuala Lumpur,Jalan Kuching,Condominium,3,1.0,2.0,1100,2,9.0
7664,Residensi Jalilmas,1100,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850,0,14.0
7665,Danau Idaman,1300,house,Kuala Lumpur,Taman Desa,Condominium,3,1.0,2.0,938,1,11.0
7666,Residensi Suria Pantai,1600,house,Kuala Lumpur,Pantai,Apartment,3,1.0,2.0,810,1,6.0
7667,Suasana Lumayan,1600,house,Kuala Lumpur,Cheras,Condominium,4,1.0,2.0,1142,1,8.0
7668,SAVILLE @ THE PARK Bangsar,3000,house,Kuala Lumpur,Bangsar South,Condominium,3,2.0,2.0,1250,2,8.0
7669,Saville,1600,house,Kuala Lumpur,Taman Melawati,Service Residence,3,1.0,2.0,980,1,14.0
7670,Parkhill Residence Bukit Jalil,2900,house,Kuala Lumpur,Bukit Jalil,Condominium,3,1.0,2.0,1100,2,9.0
7671,Residensi Suria Pantai,1600,house,Kuala Lumpur,Pantai,Apartment,3,1.0,2.0,810,1,6.0
7672,Maxim Residences,1400,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,885,1,11.0
7673,Arte Plus Jalan Ampang,1600,house,Kuala Lumpur,Ampang,Service Residence,3,,2.0,1185,1,9.0
7674,M Vertica,2500,house,Kuala Lumpur,Cheras,Condominium,4,2.0,2.0,1000,2,11.0
7675,Aman Putra Apartment,800,house,Kuala Lumpur,Jinjang,Apartment,3,,2.0,720,0,1.0
7676,Rivercity Condominium,1500,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,1.0,2.0,1200,1,8.0
7677,Sky Meridien,2600,house,Kuala Lumpur,Sentul,Service Residence,2,2.0,2.0,794,2,
7678,Enau Court,3800,house,Kuala Lumpur,Keramat,Condominium,3,1.0,2.0,1700,1,8.0
7679,Windsor Tower,1500,room,Kuala Lumpur,Sri Hartamas,Service Residence,1,,1.0,500,2,9.0
7680,Bandar Tasik Selatan (Low Cost),900,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,650,1,3.0
7681,,850,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,800,0,4.0
7682,,1000,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,800,2,4.0
7683,,1000,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,800,2,4.0
7684,Abadi Villa,1850,house,Kuala Lumpur,Taman Desa,Condominium,3,1.0,2.0,1240,0,8.0
7685,PPA1M Metropolitan Kepong,1500,house,Kuala Lumpur,Kepong,Condominium,5,1.0,2.0,1500,0,8.0
7686,Waldorf Tower,2800,house,Kuala Lumpur,Sri Hartamas,Condominium,2,1.0,2.0,1120,2,9.0
7687,THE FENNEL AT SENTUL EAST,2000,house,Kuala Lumpur,Sentul,Condominium,2,1.0,2.0,900,2,
7688,Danau Kota Suite Apartments,1900,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,829,2,8.0
7689,Millerz Square @ Old Klang Road,2500,house,Kuala Lumpur,Old Klang Road,Service Residence,2,2.0,2.0,871,2,
7690,3 Towers,1200,room,Kuala Lumpur,Ampang Hilir,Studio,1,,1.0,466,2,8.0
7691,The Haute,1500,house,Kuala Lumpur,Keramat,Condominium,3,,2.0,1100,1,5.0
7692,Solaris Parq,4500,house,Kuala Lumpur,Solaris Dutamas,Service Residence,3,2.0,2.0,1080,2,14.0
7693,Impiana on The Waterfront,1650,house,Kuala Lumpur,Ampang,Service Residence,2,1.0,2.0,1100,1,9.0
7694,The Scott Garden,1600,room,Kuala Lumpur,Old Klang Road,Duplex,1,1.0,2.0,750,1,6.0
7695,Nova II,1300,house,Kuala Lumpur,Segambut,Apartment,3,1.0,2.0,1224,1,6.0
7696,Residensi Desa Satumas,1600,house,Kuala Lumpur,Taman Desa,Condominium,3,1.0,2.0,850,2,8.0
7697,Jasmin,1200,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,700,1,4.0
7698,Residensi KepongMas,1200,house,Kuala Lumpur,Kepong,Apartment,3,2.0,2.0,862,0,1.0
7699,Residensi KepongMas,1200,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800,0,6.0
7700,Sofiya Residences,2350,house,Kuala Lumpur,Desa ParkCity,Condominium,3,2.0,2.0,862,2,5.0
7701,Suria Magna,800,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,650,0,2.0
7702,Sri Murni (Damansara Heights),8000,house,Kuala Lumpur,Damansara Heights,Condominium,5,4.0,5.0,3143,1,11.0
7703,Sri Putramas,1600,house,Kuala Lumpur,Jalan Kuching,Condominium,3,1.0,2.0,1100,1,10.0
7704,Prima Saujana,1200,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,950,2,8.0
7705,Aman Puri,900,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,904,0,8.0
7706,Vista Wirajaya 2 @ PV9 Residence,1800,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850,1,5.0
7707,Vista Saujana,1000,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,988,1,7.0
7708,Serini Melawati,1800,house,Kuala Lumpur,Taman Melawati,Condominium,2,2.0,1.0,633,2,6.0
7709,Residensi KepongMas,1350,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800,1,3.0
7710,Residensi Jalilmas,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,800,1,5.0
7711,Teratai Mewah Apartment,980,house,Kuala Lumpur,Setapak,Apartment,3,,1.0,653,1,4.0
7712,Sering Akasia,1500,house,Kuala Lumpur,Cheras,Duplex,4,,3.0,1546,1,7.0
7713,Prisma Cheras,1500,house,Kuala Lumpur,Cheras,Condominium,3,,2.0,1152,1,10.0
7714,Le Chateau,1500,house,Kuala Lumpur,Seputeh,Apartment,3,1.0,1.0,1030,1,3.0
7715,Mutiara Magna,880,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,650,1,2.0
7716,M Vertica,2500,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,850,2,9.0
7717,Residensi Pandanmas 2,1500,house,Kuala Lumpur,Desa Pandan,Apartment,3,,2.0,930,2,9.0
7718,M Vertica,2500,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,850,2,12.0
7719,Brem Park 1,1398,house,Kuala Lumpur,Old Klang Road,Condominium,3,1.0,2.0,980,1,10.0
7720,Maxim Citilights,1700,house,Kuala Lumpur,Sentul,Service Residence,3,2.0,2.0,1095,2,8.0
7721,Kiara East - DEX Suites,2000,house,Kuala Lumpur,KL City,Condominium,3,2.0,2.0,911,2,9.0
7722,South View,3000,house,Kuala Lumpur,Bangsar South,Service Residence,2,,2.0,815,2,7.0
7723,Bandar Baru Sentul,900,house,Kuala Lumpur,Sentul,Flat,2,,1.0,570,0,1.0
7724,Mizumi Residences,1600,house,Kuala Lumpur,Kepong,Service Residence,4,2.0,2.0,932,1,13.0
7725,Vista Amani,1750,house,Kuala Lumpur,Cheras,Condominium,4,2.0,2.0,1150,2,6.0
7726,PV9 Residences @ Taman Melati,1800,house,Kuala Lumpur,Setapak,Service Residence,3,2.0,2.0,1100,1,6.0
7727,Bayu Andaman,1700,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1000,2,9.0
7728,M Centura,1400,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,850,2,14.0
7729,Residensi KepongMas,1200,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800,1,1.0
7730,Ketumbar Heights,1350,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,900,2,9.0
7731,Petalz Residences @ Old Klang Road,2200,house,Kuala Lumpur,Old Klang Road,Service Residence,2,1.0,2.0,895,2,14.0
7732,Dorchester,1200,room,Kuala Lumpur,Sri Hartamas,Service Residence,1,,1.0,410,2,7.0
7733,Panorama Residences (Sentul),1550,house,Kuala Lumpur,Sentul,Condominium,3,,2.0,1100,2,8.0
7734,Danau Idaman,1650,house,Kuala Lumpur,Taman Desa,Condominium,3,1.0,2.0,980,2,9.0
7735,Arte Mont Kiara,2900,house,Kuala Lumpur,Mont Kiara,Service Residence,2,2.0,2.0,900,2,14.0
7736,Arte Mont Kiara,1800,room,Kuala Lumpur,Mont Kiara,Service Residence,1,1.0,1.0,500,2,14.0
7737,Platinum Splendor Residensi Semarak,1600,house,Kuala Lumpur,Keramat,Condominium,3,2.0,2.0,926,1,10.0
7738,Platinum Splendor Residensi Semarak,1500,house,Kuala Lumpur,Keramat,Condominium,3,2.0,2.0,926,1,10.0
7739,Seri Riana Residence,4000,house,Kuala Lumpur,Wangsa Maju,Condominium,3,2.0,2.0,1382,2,12.0
7740,i-Zen @ Kiara 2,4999,house,Kuala Lumpur,Mont Kiara,Service Residence,3,2.0,3.0,1552,2,7.0
7741,SkyMeridien Residences @ Sentul East,2900,house,Kuala Lumpur,Sentul,Service Residence,4,2.0,2.0,1200,2,14.0
7742,Paraiso @ The Earth Bukit Jalil,2400,house,Kuala Lumpur,Bukit Jalil,Condominium,3,2.0,2.0,1100,2,7.0
7743,Regalia Residence,1500,room,Kuala Lumpur,Jalan Sultan Ismail,Service Residence,1,,1.0,500,2,7.0
7744,Platinum OUG Residence,1350,house,Kuala Lumpur,Bukit Jalil,Condominium,3,1.0,2.0,1200,1,
7745,Residensi KepongMas,1200,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800,0,4.0
7746,Sentul Utama Condominium,1100,house,Kuala Lumpur,Sentul,Condominium,3,1.0,2.0,877,1,13.0
7747,i-Zen @ Kiara 1,4500,house,Kuala Lumpur,Mont Kiara,Condominium,3,2.0,3.0,1430,2,8.0
7748,Impiana Sky Residensi,1200,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850,1,5.0
7749,Berlian Residence @ Setapak,1500,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,900,1,
7750,Residensi Jalilmas,1100,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,800,1,4.0
7751,Ativo Suites @ Damansara Avenue,1800,room,Kuala Lumpur,Sri Damansara,Service Residence,1,1.0,1.0,750,1,12.0
7752,M Vertica,3000,house,Kuala Lumpur,Cheras,Condominium,4,,2.0,1000,2,9.0
7753,"SkyAwani 3 Residence, Setapak",1250,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,800,1,14.0
7754,SkyMeridien Residences @ Sentul East,1999,room,Kuala Lumpur,Sentul,Condominium,1,1.0,1.0,600,2,14.0
7755,Putra Majestik,1500,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,1.0,2.0,1020,2,
7756,The Ridge @ KL East,1999,room,Kuala Lumpur,Ampang,Condominium,1,1.0,1.0,700,2,7.0
7757,Royal Regent (Sri Putramas 3),1900,house,Kuala Lumpur,Jalan Kuching,Condominium,3,1.0,2.0,1100,2,6.0
7758,The Ridge @ KL East,1700,room,Kuala Lumpur,Ampang,Condominium,1,1.0,1.0,700,1,7.0
7759,Residensi KepongMas,1200,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800,1,5.0
7760,Idaman Sutera,950,house,Kuala Lumpur,Setapak,Condominium,3,,2.0,845,1,10.0
7761,THE FENNEL AT SENTUL EAST,2500,house,Kuala Lumpur,Sentul,Condominium,3,2.0,3.0,1200,2,
7762,Sri Ayu,1700,house,Kuala Lumpur,Setiawangsa,Condominium,3,,2.0,1200,2,8.0
7763,Bukit OUG Condominium,1000,house,Kuala Lumpur,Bukit Jalil,Condominium,2,1.0,1.0,775,2,12.0
7764,SkyMeridien Residences @ Sentul East,1999,house,Kuala Lumpur,Sentul,Condominium,2,2.0,2.0,800,1,14.0
7765,Midfields 2,1300,house,Kuala Lumpur,Sungai Besi,Condominium,3,,2.0,1040,1,6.0
7766,UBN Tower,2100,room,Kuala Lumpur,KLCC,Condominium,1,1.0,1.0,720,2,7.0
7767,Pinnacle,2500,house,Kuala Lumpur,Sri Petaling,Condominium,3,2.0,3.0,914,2,
7768,KL Traders Square Residences,1800,house,Kuala Lumpur,Gombak,Service Residence,4,1.0,2.0,918,2,14.0
7769,The Capers,2500,house,Kuala Lumpur,Sentul,Condominium,2,1.0,2.0,1000,2,8.0
7770,Avenue Court,1100,house,Kuala Lumpur,Old Klang Road,Apartment,3,1.0,2.0,990,1,7.0
7771,The Capers,1700,house,Kuala Lumpur,Sentul,Service Residence,2,,2.0,800,1,8.0
7772,Majestic Maxim,1300,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,680,1,8.0
7773,Residensi Gurneymas,1300,house,Kuala Lumpur,Keramat,Apartment,3,1.0,2.0,850,1,2.0
7774,Apartment Desa Tasik Fasa 6B,1100,house,Kuala Lumpur,Sri Petaling,Apartment,3,,2.0,800,2,
7775,Nova I,1300,house,Kuala Lumpur,Segambut,Apartment,2,1.0,1.0,747,2,6.0
7776,Majestic Maxim,1300,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,650,1,14.0
7777,Araville,3800,house,Kuala Lumpur,Bangsar,Condominium,4,1.0,3.0,1740,2,11.0
7778,Endah Ria,1500,house,Kuala Lumpur,Sri Petaling,Condominium,3,1.0,2.0,945,2,4.0
7779,Sentul Point Suite Apartment,1200,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,875,0,14.0
7780,Sentul Point Suite Apartment,1200,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,875,0,14.0
7781,,1300,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,800,1,14.0
7782,,1300,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,800,1,14.0
7783,KM1,2600,house,Kuala Lumpur,Bukit Jalil,Condominium,3,2.0,3.0,1500,2,9.0
7784,Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,1100,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,1000,1,5.0
7785,Putra Majestik,1800,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,1.0,2.0,1015,2,5.0
7786,Taragon Puteri Bintang,1800,room,Kuala Lumpur,Pudu,Service Residence,1,,1.0,522,2,5.0
7787,Villa Wangsamas,1700,house,Kuala Lumpur,Wangsa Maju,Condominium,3,,3.0,1267,1,11.0
7788,"Platinum Splendor, Kitchen Dry Wet, Aircond, Mindef Perkeso Ampang KL",1850,house,Kuala Lumpur,Keramat,Condominium,3,,2.0,1065,1,
7789,Bukit OUG Condominium,1250,house,Kuala Lumpur,Bukit Jalil,Condominium,2,1.0,1.0,800,2,9.0
7790,Residensi Rimbunan Petaling,1250,house,Kuala Lumpur,Sri Petaling,Apartment,3,1.0,2.0,850,1,4.0
7791,The Reach @ Titiwangsa,2800,house,Kuala Lumpur,Setapak,Condominium,3,2.0,3.0,1400,2,5.0
7792,Platinum Hill PV 3,1300,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1297,0,6.0
7793,,2200,house,Kuala Lumpur,Jalan Kuching,Condominium,3,2.0,2.0,1193,2,14.0
7794,The Loft @ ZetaPark,1550,room,Kuala Lumpur,Setapak,Condominium,1,1.0,1.0,600,2,11.0
7795,Pangsapuri Desa Tenaga,1100,house,Kuala Lumpur,Old Klang Road,Apartment,3,1.0,2.0,800,1,3.0
7796,Apartment Pantai Indah Fasa 1,1000,house,Kuala Lumpur,Bangsar South,Apartment,3,,2.0,750,0,1.0
7797,Dahlia Apartment Pandan Indah,1300,house,Kuala Lumpur,Pandan Indah,Apartment,3,,2.0,900,1,4.0
7798,Residensi Wangsamas,1550,house,Kuala Lumpur,Wangsa Maju,Apartment,3,,2.0,800,0,7.0
7799,Residensi Tasikmas,900,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,850,0,
7800,Angkasa Condominiums,1500,house,Kuala Lumpur,Cheras,Condominium,3,,2.0,1000,2,7.0
7801,The Havre @ Bukit Jalil,1600,house,Kuala Lumpur,Bukit Jalil,Condominium,3,,3.0,1300,2,14.0
7802,The Annex @ Medan Connaught,1200,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,1.0,595,1,7.0
7803,Residensi Pandanmas 2,1350,house,Kuala Lumpur,Desa Pandan,Apartment,3,,2.0,900,1,8.0
7804,Impiana Sky Residensi,1000,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,850,0,5.0
7805,The Hamstead,1200,house,Kuala Lumpur,Cheras,Condominium,3,,2.0,1000,2,
7806,Villa Mewah,1000,house,Kuala Lumpur,Sri Petaling,Apartment,3,1.0,2.0,797,1,2.0
7807,Ativo Suites @ Damansara Avenue,2100,room,Kuala Lumpur,Sri Damansara,Service Residence,1,,1.0,499,1,11.0
7808,Service Suites @ Pavilion Embassy,3500,house,Kuala Lumpur,Keramat,Service Residence,2,,1.0,755,2,
7809,PV18 Residence,2000,house,Kuala Lumpur,Setapak,Service Residence,3,2.0,2.0,1021,1,8.0
7810,Casa Green (Bukit Jalil),1150,house,Kuala Lumpur,Bukit Jalil,Condominium,3,1.0,2.0,825,1,
7811,BAYU TASIK 1,1200,house,Kuala Lumpur,Salak Selatan,Condominium,3,1.0,2.0,920,0,
7812,Residensi Jalilmas,1000,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,800,1,4.0
7813,Tiara Faber,1600,house,Kuala Lumpur,Taman Desa,Condominium,3,1.0,2.0,1250,2,13.0
7814,SkyMeridien Residences @ Sentul East,2400,house,Kuala Lumpur,Sentul,Condominium,3,2.0,2.0,1000,2,14.0
7815,Villa Puteri,2000,house,Kuala Lumpur,KL City,Condominium,3,1.0,2.0,1020,1,12.0
7816,Seri Riana Residence,3200,house,Kuala Lumpur,Wangsa Maju,Condominium,3,2.0,3.0,1300,2,11.0
7817,Residensi Harmoni 2 @ Bukit Prima Pelangi,2888,house,Kuala Lumpur,Segambut,Condominium,3,2.0,3.0,1500,1,9.0
7818,Pandan Cahaya,700,house,Kuala Lumpur,Ampang Hilir,Apartment,2,,1.0,650,0,1.0
7819,Abadi Villa,1850,house,Kuala Lumpur,Taman Desa,Condominium,3,1.0,2.0,1240,2,9.0
7820,BAM VILLA,1350,house,Kuala Lumpur,KL City,Condominium,3,1.0,2.0,1200,1,
7821,,4000,house,Kuala Lumpur,Desa ParkCity,Condominium,3,2.0,3.0,1400,2,14.0
7822,Putra Court,2500,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,1.0,2.0,1066,2,7.0
7823,Rica Residence Sentul,1600,house,Kuala Lumpur,Sentul,Condominium,2,1.0,1.0,700,1,14.0
7824,Tiara Faber,1800,house,Kuala Lumpur,Taman Desa,Condominium,3,1.0,2.0,1240,2,12.0
7825,Waltz Residences,4500,house,Kuala Lumpur,Old Klang Road,Condominium,4,,3.0,1691,2,8.0
7826,Zamrud  Residence,899,house,Kuala Lumpur,Serdang,Condominium,3,2.0,2.0,1000,0,9.0
7827,Impiana Sky Residensi,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850,1,5.0
7828,One Maxim,1500,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,820,1,9.0
7829,8 Kinrara,2400,house,Kuala Lumpur,Puchong,Service Residence,3,,2.0,1288,2,10.0
7830,Paraiso @ The Earth Bukit Jalil,2400,house,Kuala Lumpur,Bukit Jalil,Condominium,3,2.0,2.0,1100,2,7.0
7831,Residensi Suria Pantai,1499,house,Kuala Lumpur,Pantai,Apartment,3,1.0,2.0,820,1,6.0
7832,Kuchai Brem Park 2,1300,house,Kuala Lumpur,Kuchai Lama,Condominium,3,1.0,2.0,1100,2,10.0
7833,10 Semantan,1500,room,Kuala Lumpur,Damansara Heights,Service Residence,1,1.0,1.0,520,2,8.0
7834,Platinum Hill PV 3,1299,house,Kuala Lumpur,Setapak,Condominium,4,1.0,2.0,1300,0,6.0
7835,Villa Crystal,1900,house,Kuala Lumpur,Segambut,Condominium,3,2.0,2.0,1298,1,9.0
7836,Plaza Medan Putra,1200,house,Kuala Lumpur,Kepong,Service Residence,2,1.0,2.0,890,1,10.0
7837,Nusa Mewah Villa Condominium,1499,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,870,2,6.0
7838,THE FENNEL AT SENTUL EAST,2000,house,Kuala Lumpur,Sentul,Condominium,2,1.0,2.0,900,2,14.0
7839,Eco Sky,2400,house,Kuala Lumpur,Jalan Ipoh,Service Residence,3,2.0,2.0,1087,2,14.0
7840,Impiana Sky Residensi,1100,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850,1,5.0
7841,Casa Green (Bukit Jalil),1300,house,Kuala Lumpur,Bukit Jalil,Service Residence,3,2.0,2.0,825,1,8.0
7842,Amber (Kepong),850,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,810,0,1.0
7843,Seri Maya,2400,house,Kuala Lumpur,Setiawangsa,Condominium,3,1.0,2.0,1184,2,6.0
7844,Glen View Villa,1499,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,1238,1,8.0
